62.171.158.50 - - [31/Dec/2025:00:03:22 +0700] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 150 "-" "-"
204.76.203.125 - - [31/Dec/2025:08:25:02 +0700] "POST /v1/chat/completions HTTP/1.1" 404 146 "-" "-"
204.76.203.125 - - [31/Dec/2025:08:25:02 +0700] "POST /v1/messages HTTP/1.1" 404 146 "-" "-"
204.76.203.125 - - [31/Dec/2025:08:25:02 +0700] "POST /v1/chat/completions HTTP/1.1" 404 146 "-" "-"
204.76.203.125 - - [31/Dec/2025:08:25:03 +0700] "POST /v1/messages HTTP/1.1" 404 146 "-" "-"
204.76.203.125 - - [31/Dec/2025:08:25:03 +0700] "POST /v1/chat/completions HTTP/1.1" 404 146 "-" "-"
135.237.126.41 - - [31/Dec/2025:09:09:08 +0700] "GET /developmentserver/metadatauploader HTTP/1.1" 404 118 "-" "Mozilla/5.0 zgrab/0.x"
34.182.70.50 - - [31/Dec/2025:09:15:02 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0 (Linux; Android 12; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
34.182.70.50 - - [31/Dec/2025:09:15:03 +0700] "GET /css/index.css HTTP/1.1" 200 1201 "-" "Mozilla/5.0 (Linux; Android 12; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
34.182.70.50 - - [31/Dec/2025:09:15:03 +0700] "GET /css/style.css HTTP/1.1" 200 2035 "-" "Mozilla/5.0 (Linux; Android 12; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
3.137.73.221 - - [31/Dec/2025:09:16:01 +0700] "GET / HTTP/1.1" 400 650 "-" "cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
3.137.73.221 - - [31/Dec/2025:09:18:44 +0700] "SSH-2.0-Go" 400 150 "-" "-"
3.137.73.221 - - [31/Dec/2025:09:21:08 +0700] "GET / HTTP/1.1" 200 1568 "-" "cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
3.137.73.221 - - [31/Dec/2025:09:24:28 +0700] "" 400 0 "-" "-"
161.97.171.37 - - [31/Dec/2025:10:04:28 +0700] "GET /.aws/credentials HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:28 +0700] "GET /.aws/credentials.bak HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:28 +0700] "GET /.aws/credentials.gpg HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:29 +0700] "GET /.aws/credentials.old HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:29 +0700] "GET /.passwd-s3fs HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:29 +0700] "GET /.s3cfg HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:29 +0700] "GET /s3cmd.ini HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:29 +0700] "GET /service-account.json HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:30 +0700] "GET /serviceaccount.json HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:30 +0700] "GET /secrets/service-account.json HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:30 +0700] "GET /config/service-account.json HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:30 +0700] "GET /config/credentials.json HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:31 +0700] "GET /credentials.json HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:31 +0700] "GET /.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:31 +0700] "GET /.env.backup HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:31 +0700] "GET /.env.bak HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:31 +0700] "GET /.env.config HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:32 +0700] "GET /.env.dev HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:32 +0700] "GET /.env.development HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:32 +0700] "GET /.env.example HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:32 +0700] "GET /.env.live HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:32 +0700] "GET /.env.local HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:33 +0700] "GET /.env.old HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:33 +0700] "GET /.env.prod HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:33 +0700] "GET /.env.production HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:33 +0700] "GET /.env.save HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:34 +0700] "GET /.env.staging HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:34 +0700] "GET /.env.test HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:34 +0700] "GET /.env~ HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:34 +0700] "GET /admin/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:34 +0700] "GET /api/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:35 +0700] "GET /app/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:35 +0700] "GET /application/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:35 +0700] "GET /apps/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:35 +0700] "GET /backend/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:36 +0700] "GET /blog/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:36 +0700] "GET /config/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:36 +0700] "GET /core/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:36 +0700] "GET /laravel/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:36 +0700] "GET /new/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:37 +0700] "GET /old/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:37 +0700] "GET /portal/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:37 +0700] "GET /web/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:37 +0700] "GET /public/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:37 +0700] "GET /prod/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:38 +0700] "GET /dev/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:38 +0700] "GET /store/.env HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:38 +0700] "GET /.git/config HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:38 +0700] "GET /application.properties HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:39 +0700] "GET /application.yml HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:39 +0700] "GET /bootstrap.yml HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:39 +0700] "GET /appsettings.json HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:39 +0700] "GET /config.php HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:39 +0700] "GET /config.php.bak HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:40 +0700] "GET /config.php.old HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:40 +0700] "GET /config.py HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:40 +0700] "GET /config/settings.yml HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:40 +0700] "GET /config/settings.py HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:40 +0700] "GET /instance/config.py HTTP/1.1" 403 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:41 +0700] "GET /settings.py HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:41 +0700] "GET /settings.json HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:41 +0700] "GET /web.config HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:41 +0700] "GET /_profiler HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:42 +0700] "GET /_profiler/phpinfo HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:42 +0700] "GET /_profiler/phpinfo.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:42 +0700] "GET /phpinfo.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:42 +0700] "GET /php-info.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:42 +0700] "GET /php_info.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:43 +0700] "GET /phpversion.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:43 +0700] "GET /pinfo.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:43 +0700] "GET /info.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:43 +0700] "GET /infos.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:43 +0700] "GET /dashboard/phpinfo.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:44 +0700] "GET /linusadmin-phpinfo.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:44 +0700] "GET /i.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:44 +0700] "GET /asdf.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:44 +0700] "GET /temp.php HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:45 +0700] "GET /database.sql HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:45 +0700] "GET /db.sql HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:45 +0700] "GET /main.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:45 +0700] "GET /js/app.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:45 +0700] "GET /js/main.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:46 +0700] "GET /client.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:46 +0700] "GET /_nuxt/app.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:46 +0700] "GET /scripts/main.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:46 +0700] "GET /static/js/bundle.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:46 +0700] "GET /static/js/main.chunk.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:47 +0700] "GET /static/js/main.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:47 +0700] "GET /env.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:47 +0700] "GET /env.dev.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:47 +0700] "GET /env.development.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:48 +0700] "GET /ecosystem.config.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:48 +0700] "GET /env.prod.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:48 +0700] "GET /env.production.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:48 +0700] "GET /environment.js HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:48 +0700] "GET /runtime-config.json HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:49 +0700] "GET /wp-config.php.bak HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:49 +0700] "GET /wp-config.php.old HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:49 +0700] "GET /wp-config.php~ HTTP/1.1" 404 118 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
161.97.171.37 - - [31/Dec/2025:10:04:49 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0 (compatible; Scanner/1.0)"
64.62.197.92 - - [31/Dec/2025:10:08:30 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0"
64.62.197.92 - - [31/Dec/2025:10:11:26 +0700] "GET /webui/ HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.156 Not(A:Brand/24 YaBrowser/24.4.1.899 Yowser/2.5  Safari/537.36"
64.62.197.102 - - [31/Dec/2025:10:14:45 +0700] "GET /favicon.ico HTTP/1.1" 200 29633 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Iron Safari/537.36"
64.62.197.92 - - [31/Dec/2025:10:16:00 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0"
193.142.147.209 - - [31/Dec/2025:10:24:25 +0700] "POST / HTTP/1.1" 405 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
104.210.55.152 - - [31/Dec/2025:10:24:45 +0700] "GET / HTTP/1.1" 200 3722 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"
64.62.197.92 - - [31/Dec/2025:10:29:28 +0700] "GET /.git/config HTTP/1.1" 403 118 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0"
172.232.232.169 - - [31/Dec/2025:10:47:05 +0700] "GET / HTTP/1.0" 200 3722 "-" "-"
172.232.232.169 - - [31/Dec/2025:10:47:08 +0700] "GET / HTTP/1.1" 400 248 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:08 +0700] "GET /nmaplowercheck1767152826 HTTP/1.1" 400 248 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:08 +0700] "GET /health HTTP/1.1" 400 248 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:08 +0700] "GET /cgi-mod/header_logo.cgi?size=big HTTP/1.1" 400 248 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:08 +0700] "POST /sdk HTTP/1.1" 400 248 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:08 +0700] "GET / HTTP/1.1" 400 248 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:09 +0700] "GET /webui HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:09 +0700] "GET /api/v2/about HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:09 +0700] "GET / HTTP/1.1" 200 3722 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:09 +0700] "GET /evox/about HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:09 +0700] "GET /dana-na/nc/nc_gina_ver.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:09 +0700] "GET /favicon.ico HTTP/1.1" 200 29633 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:09 +0700] "GET /+CSCOE+/logon.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:11 +0700] "GET /user HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET /login.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET /geoserver/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET /dashboard/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET / HTTP/1.1" 200 3722 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET /HNAP1 HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET /dana-cached/hc/HostCheckerInstaller.osx HTTP/1.1" 404 118 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET /dniapi/userInfos HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:12 +0700] "GET /webui/index.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /CFIDE/componentutils/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /webui HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /phoenix/favicon.ico HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /human.aspx?arg12=infotech HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /owa/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET / HTTP/1.0" 200 3722 "-" "-"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /api/v1/check-version HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /geoserver/web/wicket/bookmarkable/org.geoserver.web.AboutGeoServerPage HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
